,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side
3658,1987627,120,2,5,0.08,0,1,0,0,0,0,1
3660,1988823,175,3,125,1.99,159,1,0,0,1,0,0
3676,2003807,1000,1,0,0.0,0,1,0,0,0,0,1
3686,2010971,150,1,5,0.09,0,1,0,0,1,0,0
3687,2011692,95,4,9,0.15,0,0,1,0,0,1,0
3688,2012104,55,2,19,1.0,0,0,1,0,0,1,0
3694,2014701,150,2,7,0.2,0,1,0,0,0,0,1
3701,2017295,41,90,8,0.15,364,0,1,0,1,0,0
3709,2022728,39,4,25,0.44,363,0,1,0,1,0,0
3716,2023577,99,1,28,0.45,365,0,1,0,0,0,1
3729,2028625,300,3,0,0.0,0,1,0,0,1,0,0
3730,2028677,115,7,53,0.9,179,1,0,0,1,0,0
3733,2031495,100,3,11,0.18,0,0,1,0,0,0,1
3736,2033224,150,4,12,0.22,0,1,0,0,1,0,0
3737,2033846,95,5,65,1.08,43,1,0,0,1,0,0
3770,2055303,145,3,58,1.06,0,1,0,0,1,0,0
3775,2056307,115,7,1,0.02,0,0,1,0,1,0,0
3777,2057403,199,5,8,0.13,9,1,0,0,0,0,1
3783,2061367,100,2,0,0.0,0,0,1,0,0,0,1
3785,2061811,120,7,3,0.05,0,1,0,0,0,0,1
3789,2065075,85,2,21,3.82,8,1,0,0,1,0,0
3792,2066165,45,2,16,0.28,322,0,1,0,1,0,0
3815,2076101,80,1,1,0.03,0,1,0,0,0,1,0
3816,2079671,77,30,5,0.13,0,1,0,0,1,0,0
3829,2083749,150,5,54,0.94,2,1,0,0,0,0,1
3864,2101349,150,1,8,0.14,54,0,1,0,0,0,1
3871,2102651,200,30,1,0.02,365,1,0,0,0,0,1
3872,2103480,560,1,0,0.0,0,1,0,0,0,0,1
3881,2107372,400,1,0,0.0,0,1,0,0,0,0,1
3885,2108237,300,3,4,0.07,0,1,0,0,0,0,1
3889,2110938,197,3,216,3.82,160,1,0,0,0,0,1
3891,2111336,55,2,60,1.12,1,0,1,0,1,0,0
3904,2119216,80,1,324,5.23,165,1,0,0,1,0,0
3906,2120619,200,7,4,0.07,364,1,0,0,0,0,1
3917,2127713,98,8,37,0.64,56,1,0,0,1,0,0
3928,2135766,900,1,0,0.0,0,1,0,0,0,0,1
3931,2137111,225,2,14,0.32,0,1,0,0,0,0,1
3938,2141667,93,2,128,2.26,125,0,1,0,1,0,0
3955,2151259,750,3,0,0.0,0,1,0,0,0,0,1
3969,2163602,599,1,5,0.16,0,1,0,0,0,0,1
3974,2168268,55,2,13,0.54,0,0,1,0,1,0,0
3976,2169722,145,3,36,0.82,101,1,0,0,0,0,1
3978,2170035,90,3,82,1.4,0,0,1,0,1,0,0
3986,2181941,112,3,18,0.31,359,1,0,0,1,0,0
3989,2183423,165,3,132,2.3,327,1,0,0,1,0,0
4001,2189742,45,2,78,1.31,89,0,0,1,1,0,0
4010,2194382,300,2,2,0.07,0,1,0,0,0,0,1
4016,2200247,50,5,25,0.72,60,0,1,0,1,0,0
4032,2210041,149,1,112,2.1,89,0,1,0,0,0,1
4035,2210281,95,4,11,0.18,63,0,1,0,0,1,0
4038,2210663,155,1,21,0.42,0,1,0,0,0,0,1
4041,2213680,65,2,2,0.05,166,0,1,0,1,0,0
4046,2214831,99,1,134,2.28,326,1,0,0,0,0,1
4047,2214978,395,3,1,0.02,352,1,0,0,0,0,1
4053,2219294,60,1,0,0.0,0,1,0,0,0,0,1
4062,2224896,4000,1,0,0.0,0,1,0,0,0,0,1
4066,2230762,95,1,4,0.13,160,0,1,0,1,0,0
4081,2238435,100,1,0,0.0,0,1,0,0,1,0,0
4084,2243180,380,4,11,0.2,7,1,0,0,0,0,1
4088,2243769,1500,1,0,0.0,0,1,0,0,0,0,1
4089,2243962,125,2,0,0.0,0,0,1,0,0,0,1
4098,2249878,375,1,0,0.0,0,1,0,0,0,0,1
4099,2249928,1000,1,0,0.0,0,1,0,0,0,0,1
4102,2250790,89,5,6,0.15,15,0,1,0,0,0,1
4116,2255501,67,1,21,0.4,339,0,1,0,0,0,1
4131,2262868,150,26,1,0.02,0,1,0,0,0,0,1
4133,2263265,81,1,121,2.22,113,0,1,0,1,0,0
4142,2271792,150,2,48,0.8,0,1,0,0,0,0,1
4146,2273019,150,1,0,0.0,0,1,0,0,0,0,1
4153,2277707,350,1,7,0.16,365,1,0,0,0,0,1
4161,2283143,800,7,0,0.0,0,1,0,0,0,0,1
4163,2284484,85,5,0,0.0,0,1,0,0,0,0,1
4165,2285355,750,1,0,0.0,0,1,0,0,0,0,1
4199,2309363,650,2,30,0.51,0,1,0,0,0,0,1
4203,2310542,199,3,0,0.0,259,0,1,0,1,0,0
4206,2314392,200,2,43,0.76,365,1,0,0,0,0,1
4209,2314556,100,60,14,0.44,184,1,0,0,0,0,1
4211,2318126,60,3,11,0.2,338,0,1,0,1,0,0
4222,2329047,400,1,0,0.0,0,1,0,0,0,0,1
4230,2334411,85,3,64,1.18,323,1,0,0,1,0,0
4241,2346671,110,7,25,0.42,15,1,0,0,1,0,0
4245,2355060,600,1,1,0.02,0,1,0,0,1,0,0
4276,2396867,40,1,5,0.08,0,0,1,0,1,0,0
4282,2407196,98,2,159,2.71,331,0,1,0,1,0,0
4291,2417098,179,30,14,0.3,365,1,0,0,0,0,1
4300,2425980,65,2,2,0.05,0,0,1,0,1,0,0
4303,2431784,220,5,0,0.0,0,1,0,0,0,0,1
4309,2435621,195,30,44,0.78,145,1,0,0,0,0,1
4322,2447868,60,14,12,0.2,0,1,0,0,0,1,0
4324,2451438,80,3,3,0.06,157,0,1,0,1,0,0
4345,2465699,72,2,25,0.45,159,0,1,0,1,0,0
4352,2467680,200,4,0,0.0,0,1,0,0,0,0,1
4353,2467814,105,3,7,0.17,76,1,0,0,0,1,0
4355,2468186,200,5,20,0.36,10,0,1,0,0,0,1
4360,2473611,92,2,162,2.76,269,0,1,0,1,0,0
4361,2473861,175,3,143,2.44,85,1,0,0,1,0,0
4370,2488022,60,1,19,2.11,365,0,1,0,1,0,0
4388,2508745,100,6,11,0.2,363,0,1,0,1,0,0
4393,2514760,145,14,22,0.38,154,1,0,0,0,0,1
4416,2530057,99,1,0,0.0,0,0,1,0,1,0,0
4419,2532068,65,1,1,0.02,0,0,1,0,0,0,1
4424,2538248,124,5,118,2.0,325,1,0,0,1,0,0
4425,2539759,200,1,0,0.0,0,0,1,0,1,0,0
4433,2552606,99,30,9,0.15,0,1,0,0,0,1,0
4443,2563440,68,1,78,1.35,83,0,1,0,1,0,0
4444,2563611,104,3,275,4.69,32,0,1,0,1,0,0
4453,2571283,199,13,2,0.04,5,1,0,0,0,0,1
4455,2577467,150,3,23,0.39,0,0,1,0,1,0,0
4461,2586484,85,3,46,1.32,87,0,1,0,1,0,0
4473,2606370,450,7,6,0.19,0,1,0,0,1,0,0
4476,2608217,150,5,9,0.16,0,1,0,0,0,1,0
4477,2611765,145,3,8,0.14,0,1,0,0,0,0,1
4479,2612035,90,5,0,0.0,0,1,0,0,0,0,1
4487,2626457,77,1,214,3.69,151,0,1,0,0,0,1
4491,2631224,70,2,205,4.25,266,0,1,0,1,0,0
4494,2634963,290,4,11,0.2,216,1,0,0,1,0,0
4510,2644321,83,60,1,0.03,0,1,0,0,0,1,0
4516,2652865,159,2,1,0.07,0,1,0,0,0,0,1
4521,2657689,100,1,0,0.0,0,0,0,1,1,0,0
4536,2669352,425,3,20,0.36,365,0,1,0,0,0,1
4542,2674267,109,1,261,4.53,127,0,1,0,0,0,1
4550,2683758,105,5,124,2.14,27,1,0,0,1,0,0
4557,2687375,70,1,6,0.12,0,0,1,0,1,0,0
4572,2700296,99,3,72,1.24,365,0,1,0,1,0,0
4573,2700596,85,3,91,1.59,362,0,1,0,1,0,0
4574,2702351,90,5,14,0.24,0,1,0,0,1,0,0
4605,2735650,140,1,19,0.32,0,1,0,0,0,0,1
4608,2739420,100,2,23,0.43,0,1,0,0,1,0,0
4617,2744185,175,3,87,1.51,333,0,1,0,1,0,0
4637,2771877,150,20,0,0.0,0,1,0,0,0,0,1
4641,2774934,70,1,205,3.51,361,0,0,1,0,0,1
4642,2775553,155,5,24,0.44,88,0,1,0,0,0,1
4644,2778250,54,9,29,0.63,179,0,1,0,1,0,0
4649,2786015,110,30,99,1.72,365,1,0,0,1,0,0
4657,2793834,200,30,28,0.49,185,1,0,0,0,0,1
4661,2799360,75,1,2,0.14,0,1,0,0,0,0,1
4668,2804557,100,4,1,0.02,0,0,1,0,0,1,0
4672,2807615,179,2,15,0.29,0,1,0,0,0,0,1
4680,2821079,200,1,1,0.02,0,1,0,0,0,0,1
4682,2821782,67,5,6,0.13,0,1,0,0,1,0,0
4692,2835738,299,1,134,2.32,247,1,0,0,0,0,1
4708,2858010,111,3,100,1.73,338,0,1,0,1,0,0
4713,2863589,79,30,18,0.34,109,1,0,0,0,0,1
4725,2875923,75,1,2,0.51,178,0,1,0,1,0,0
4727,2879157,125,2,20,0.91,2,1,0,0,0,1,0
4753,2909461,200,1,9,0.16,0,1,0,0,0,0,1
4777,2935456,195,2,32,0.56,0,1,0,0,0,0,1
4784,2940163,100,1,36,1.69,29,0,1,0,1,0,0
4795,2958412,290,1,66,1.17,312,1,0,0,1,0,0
4817,2979714,80,7,85,1.52,291,0,1,0,1,0,0
4823,2994478,110,3,36,1.65,261,0,1,0,0,0,1
4836,3003386,142,3,160,2.84,1,1,0,0,0,1,0
4850,3018422,110,2,37,0.65,246,0,1,0,1,0,0
4877,3052726,300,3,88,1.6,159,1,0,0,0,0,1
4897,3070876,75,3,5,0.11,365,0,1,0,1,0,0
4904,3083899,120,1,1,0.02,0,1,0,0,0,0,1
4905,3084473,100,1,5,0.09,0,1,0,0,0,1,0
4921,3103596,50,2,2,0.04,365,0,1,0,1,0,0
4928,3112872,215,2,8,0.15,0,1,0,0,0,0,1
4931,3116327,85,3,0,0.0,365,0,1,0,1,0,0
4934,3120957,200,1,8,0.15,179,0,0,1,1,0,0
4937,3122230,125,1,0,0.0,0,0,1,0,1,0,0
4950,3139749,500,1,3,0.05,364,0,1,0,1,0,0
4958,3151929,399,3,0,0.0,88,1,0,0,1,0,0
4988,3185489,65,4,16,0.29,277,0,1,0,1,0,0
4997,3198365,190,2,127,2.34,365,1,0,0,1,0,0
4999,3198824,195,3,8,0.14,0,1,0,0,0,0,1
5004,3201019,160,5,5,0.1,0,1,0,0,0,0,1
5005,3201696,345,3,131,2.38,207,1,0,0,1,0,0
5012,3208747,120,3,192,3.4,171,1,0,0,0,0,1
5044,3235070,150,2,29,0.55,154,1,0,0,1,0,0
5045,3236301,67,5,17,0.31,365,0,1,0,1,0,0
5057,3247291,80,1,111,4.35,175,0,1,0,1,0,0
5059,3248526,78,5,13,0.24,0,1,0,0,1,0,0
5068,3251901,69,5,2,0.04,0,0,1,0,0,0,1
5079,3265275,200,1,0,0.0,0,1,0,0,0,0,1
5093,3272628,80,3,11,0.26,0,1,0,0,1,0,0
5116,3301484,135,2,0,0.0,355,0,1,0,0,0,1
5117,3302333,357,3,14,0.27,354,1,0,0,0,0,1
5123,3303382,145,2,107,1.94,265,1,0,0,1,0,0
5137,3317978,44,1,2,0.06,0,0,1,0,0,0,1
5148,3325584,130,4,2,0.07,0,1,0,0,0,0,1
5150,3325807,145,7,6,0.11,0,1,0,0,0,0,1
5151,3328706,90,1,125,2.53,204,0,1,0,0,0,1
5181,3359001,115,3,100,1.82,84,1,0,0,1,0,0
5182,3359315,22,10,3,0.05,0,0,1,0,1,0,0
5197,3372642,225,3,0,0.0,0,1,0,0,0,0,1
5218,3391220,149,31,0,0.0,177,1,0,0,1,0,0
5223,3394768,54,5,18,0.32,178,0,1,0,1,0,0
5228,3395697,290,7,1,0.03,0,1,0,0,0,0,1
5236,3403034,95,30,34,0.63,309,1,0,0,1,0,0
5263,3426079,70,2,12,0.32,230,0,1,0,0,1,0
5270,3434471,200,4,4,0.08,0,1,0,0,0,0,1
5273,3439207,60,7,11,0.2,0,0,1,0,1,0,0
5287,3450210,215,1,74,1.37,56,1,0,0,1,0,0
5292,3455983,200,6,0,0.0,0,1,0,0,1,0,0
5295,3458525,115,3,55,0.99,281,1,0,0,1,0,0
5306,3465977,225,15,13,0.47,277,1,0,0,0,0,1
5310,3468914,264,30,6,0.11,365,1,0,0,0,0,1
5311,3468942,199,30,10,0.19,365,1,0,0,0,0,1
5325,3485146,150,1,1,0.02,0,1,0,0,1,0,0
5330,3488989,135,3,3,0.06,0,1,0,0,1,0,0
5334,3492910,149,3,79,1.45,124,1,0,0,0,1,0
5339,3496438,170,1,1,0.02,0,1,0,0,1,0,0
5343,3499251,199,3,25,0.46,0,1,0,0,0,0,1
5353,3511934,84,1,0,0.0,0,0,1,0,1,0,0
5354,3512428,90,2,118,2.19,89,0,1,0,1,0,0
5369,3522513,175,8,15,0.27,87,1,0,0,1,0,0
5377,3530122,120,5,65,1.2,311,1,0,0,1,0,0
5382,3531345,70,2,27,0.93,81,0,1,0,1,0,0
5386,3531959,95,1,2,0.04,0,0,1,0,1,0,0
5391,3533777,69,1,231,4.18,38,0,1,0,1,0,0
5401,3543227,95,3,140,2.67,31,0,1,0,1,0,0
5414,3550298,75,5,5,0.12,0,0,1,0,1,0,0
5415,3550879,200,1,31,0.58,365,0,0,1,1,0,0
5440,3574304,60,30,2,0.36,50,0,1,0,1,0,0
5444,3578158,138,4,0,0.0,0,1,0,0,1,0,0
5447,3581652,225,1,5,0.1,0,1,0,0,1,0,0
5456,3585452,140,2,264,4.9,164,1,0,0,1,0,0
5460,3593491,45,6,13,0.25,365,0,1,0,1,0,0
5487,3613161,139,3,24,0.55,0,1,0,0,1,0,0
5489,3613839,65,7,42,0.96,307,0,1,0,1,0,0
5507,3625075,125,7,8,0.15,0,1,0,0,1,0,0
5525,3632258,150,1,10,2.0,203,0,1,0,0,1,0
5579,3677995,350,2,13,0.41,0,1,0,0,1,0,0
5592,3687880,110,4,56,1.03,13,1,0,0,1,0,0
5610,3701890,185,7,5,0.1,0,1,0,0,0,0,1
5612,3703037,200,1,0,0.0,0,1,0,0,0,0,1
5618,3709294,105,1,182,3.35,297,1,0,0,1,0,0
5637,3727861,200,1,0,0.0,0,0,1,0,1,0,0
5639,3728303,150,3,6,0.19,0,1,0,0,0,0,1
5655,3739167,45,3,12,0.25,0,0,1,0,1,0,0
5660,3741405,150,1,3,0.06,0,1,0,0,1,0,0
5678,3758296,76,5,25,0.48,216,0,1,0,0,1,0
5686,3762842,100,24,2,0.05,0,1,0,0,1,0,0
5695,3767267,72,2,46,0.89,363,0,1,0,0,1,0
5710,3780113,120,3,69,1.29,232,1,0,0,1,0,0
5717,3783016,79,30,16,0.31,89,1,0,0,0,0,1
5718,3783021,69,30,12,0.22,36,1,0,0,0,0,1
5719,3783639,85,3,0,0.0,46,0,1,0,1,0,0
5725,3790746,72,3,142,2.76,171,0,1,0,1,0,0
5755,3808323,68,3,148,2.82,186,0,1,0,1,0,0
5765,3812133,169,7,0,0.0,0,1,0,0,0,0,1
5775,3818187,95,30,2,0.04,365,0,1,0,0,0,1
5777,3818298,120,1,23,0.5,0,1,0,0,1,0,0
5779,3819407,325,3,67,1.25,148,1,0,0,0,0,1
5781,3819703,140,30,4,0.11,308,1,0,0,0,0,1
5790,3827311,125,1,3,0.06,365,1,0,0,1,0,0
5803,3835334,145,15,0,0.0,0,1,0,0,0,0,1
5813,3838375,249,3,73,1.35,62,1,0,0,0,0,1
5828,3848431,120,25,6,0.12,199,1,0,0,1,0,0
5833,3851498,65,30,12,0.23,340,0,1,0,0,0,1
5852,3865784,61,2,35,2.64,72,0,1,0,1,0,0
5853,3866538,98,2,216,4.03,11,1,0,0,0,0,1
5854,3866843,87,30,4,0.09,352,1,0,0,0,0,1
5857,3867705,185,30,2,0.19,308,1,0,0,0,0,1
5868,3876850,250,1,6,0.11,365,0,1,0,0,0,1
5876,3882466,168,30,3,0.15,365,1,0,0,0,0,1
5877,3882682,80,4,27,0.51,216,0,1,0,1,0,0
5886,3888752,195,1,371,6.86,197,1,0,0,0,0,1
5900,3897761,110,2,89,1.91,95,1,0,0,1,0,0
5914,3911451,45,2,7,0.13,0,1,0,0,0,1,0
5923,3914773,150,3,50,0.93,365,0,1,0,0,0,1
5926,3915796,87,30,8,0.15,339,1,0,0,0,0,1
5927,3916312,145,1,21,0.39,312,1,0,0,1,0,0
5933,3924092,225,3,23,0.69,200,1,0,0,0,0,1
5939,3924820,99,6,75,1.44,361,0,1,0,1,0,0
5966,3946115,450,1,1,0.04,264,1,0,0,0,0,1
5971,3948939,230,6,1,0.02,0,1,0,0,0,0,1
5974,3952093,160,4,59,1.13,32,1,0,0,0,0,1
5979,3953585,39,4,28,0.53,342,0,1,0,1,0,0
5984,3958460,100,3,148,2.77,244,0,1,0,0,0,1
5997,3968434,50,5,46,0.87,364,0,1,0,1,0,0
6015,3974464,50,5,0,0.0,0,0,1,0,0,0,1
6021,3979628,88,2,154,2.9,274,0,1,0,1,0,0
6022,3979714,75,1,4,0.08,365,0,0,1,1,0,0
6026,3983469,68,1,54,1.03,256,0,1,0,0,0,1
6035,3993392,226,3,8,0.15,365,1,0,0,1,0,0
6039,4000561,600,1,0,0.0,347,1,0,0,0,1,0
6040,4000571,200,1,30,0.57,0,0,1,0,0,1,0
6046,4006264,115,1,1,0.02,0,1,0,0,1,0,0
6047,4007770,275,1,0,0.0,0,1,0,0,1,0,0
6052,4014004,175,4,62,1.19,190,1,0,0,1,0,0
6063,4025329,129,5,83,1.64,306,1,0,0,1,0,0
6085,4041383,50,14,5,0.17,0,0,1,0,1,0,0
6090,4047751,260,2,0,0.0,0,1,0,0,0,0,1
6093,4047932,85,1,33,0.62,0,0,0,1,0,0,1
6098,4051643,45,4,1,0.03,0,0,1,0,1,0,0
6110,4058701,170,1,3,0.06,0,0,1,0,0,0,1
6122,4069341,145,7,34,0.64,0,1,0,0,1,0,0
6139,4081800,130,1,169,3.84,332,1,0,0,1,0,0
6158,4098078,80,4,2,0.05,0,0,1,0,1,0,0
6162,4102483,85,29,10,0.45,291,0,1,0,0,0,1
6181,4121110,170,5,1,0.02,0,1,0,0,0,0,1
6185,4125398,100,1,10,0.23,0,0,1,0,0,0,1
6206,4135848,90,1,5,0.12,0,0,1,0,1,0,0
6207,4135876,70,3,86,1.63,1,0,1,0,1,0,0
6208,4136252,90,2,82,1.7,0,0,1,0,1,0,0
6214,4137680,419,2,8,0.5,6,1,0,0,0,0,1
6227,4148088,135,2,218,4.14,261,1,0,0,1,0,0
6234,4154009,250,30,5,0.11,365,1,0,0,0,0,1
6249,4163020,119,4,7,0.13,0,0,1,0,0,0,1
6253,4163804,250,1,0,0.0,0,1,0,0,0,0,1
6263,4170796,131,3,9,0.29,0,1,0,0,1,0,0
6270,4173751,99,3,5,0.1,0,1,0,0,1,0,0
6286,4183989,90,3,29,1.01,365,0,1,0,1,0,0
6334,4218067,109,2,11,0.21,0,1,0,0,1,0,0
6335,4218098,110,8,23,0.44,0,1,0,0,1,0,0
6337,4218326,125,6,80,1.52,27,0,1,0,1,0,0
6347,4226098,88,1,281,5.43,286,0,1,0,0,0,1
6359,4232865,250,1,1,0.03,0,1,0,0,0,0,1
6361,4233705,260,1,0,0.0,0,1,0,0,0,0,1
6362,4235201,125,1,94,1.81,0,0,1,0,1,0,0
6374,4243458,99,1,75,2.4,361,0,1,0,0,0,1
6385,4248788,250,2,5,0.12,0,1,0,0,0,0,1
6393,4257572,120,6,5,0.1,0,1,0,0,0,0,1
6394,4257889,89,1,36,1.22,365,0,1,0,0,1,0
6398,4260964,150,4,75,1.55,37,1,0,0,1,0,0
6399,4261029,51,10,18,0.34,0,0,1,0,1,0,0
6400,4261214,114,2,79,1.51,130,1,0,0,1,0,0
6402,4262120,2695,1,0,0.0,0,1,0,0,0,0,1
6418,4271119,112,3,112,2.95,214,0,1,0,0,0,1
6427,4276532,1000,3,31,0.65,254,1,0,0,1,0,0
6429,4276762,310,1,58,1.33,72,1,0,0,1,0,0
6438,4279365,200,1,9,0.23,0,1,0,0,0,0,1
6490,4320934,133,1,16,0.32,365,1,0,0,1,0,0
6497,4325329,200,2,48,0.92,41,1,0,0,0,0,1
6504,4333204,94,6,14,0.4,266,1,0,0,1,0,0
6509,4338541,132,2,9,0.17,0,1,0,0,0,1,0
6523,4343312,57,7,2,0.23,246,0,1,0,1,0,0
6526,4343956,107,6,12,0.6,216,0,1,0,0,1,0
6528,4349358,125,1,223,4.31,330,0,1,0,0,0,1
6532,4350464,65,3,1,0.03,0,0,1,0,1,0,0
6553,4364924,350,4,0,0.0,0,1,0,0,0,0,1
6561,4369737,160,3,5,0.1,0,1,0,0,0,0,1
6563,4372104,160,2,11,0.24,0,1,0,0,0,0,1
6565,4374913,89,3,106,2.06,365,0,1,0,1,0,0
6586,4386718,175,21,1,0.02,0,1,0,0,0,0,1
6594,4392996,130,1,10,0.21,0,1,0,0,0,0,1
6611,4401193,130,4,4,0.08,0,1,0,0,0,1,0
6639,4423650,97,2,106,2.04,364,0,1,0,0,0,1
6640,4423782,115,1,8,0.17,0,1,0,0,1,0,0
6645,4426780,90,30,19,0.38,159,1,0,0,1,0,0
6659,4431674,150,2,36,0.88,2,1,0,0,1,0,0
6667,4438223,165,2,6,0.13,364,0,1,0,1,0,0
6674,4440020,229,5,34,0.75,307,1,0,0,1,0,0
6678,4444204,450,30,4,0.08,266,1,0,0,0,0,1
6683,4447904,80,30,5,0.1,64,1,0,0,0,0,1
6684,4449058,180,1,25,0.5,246,0,1,0,1,0,0
6692,4454122,115,1,72,1.42,59,1,0,0,1,0,0
6694,4454538,130,5,9,0.18,0,1,0,0,0,0,1
6707,4464418,165,2,9,0.18,0,1,0,0,0,0,1
6711,4469650,300,4,124,2.45,213,1,0,0,1,0,0
6722,4476605,550,4,0,0.0,0,1,0,0,0,0,1
6723,4476945,149,3,24,0.47,226,1,0,0,1,0,0
6739,4483672,71,2,188,3.65,31,0,1,0,1,0,0
6749,4492303,199,2,17,0.34,1,1,0,0,0,0,1
6761,4498927,300,5,84,1.69,304,1,0,0,1,0,0
6762,4499097,110,2,16,0.39,0,1,0,0,0,0,1
6763,4499976,225,30,17,0.34,179,1,0,0,0,0,1
6774,4508885,180,14,0,0.0,0,1,0,0,0,0,1
6776,4509357,69,1,22,0.53,365,0,1,0,1,0,0
6781,4512045,148,3,29,0.58,129,1,0,0,0,0,1
6783,4513084,150,30,1,0.03,27,1,0,0,1,0,0
6788,4517117,99,1,137,2.67,80,0,1,0,1,0,0
6801,4525475,125,1,0,0.0,0,1,0,0,0,0,1
6817,4538012,85,1,21,0.42,359,0,1,0,1,0,0
6822,4539483,99,3,18,0.36,0,1,0,0,1,0,0
6836,4549555,55,2,46,1.38,348,0,0,1,0,0,1
6837,4549557,205,2,3,0.06,365,0,1,0,1,0,0
6853,4556564,69,7,11,0.22,158,0,1,0,1,0,0
6868,4566818,100,3,0,0.0,0,0,1,0,1,0,0
6871,4567518,160,3,8,0.45,0,1,0,0,0,1,0
6878,4572225,145,1,12,0.23,0,1,0,0,0,1,0
6881,4574224,65,1,0,0.0,0,0,1,0,1,0,0
6889,4581479,80,1,0,0.0,0,0,0,1,0,0,1
6902,4588273,225,30,7,0.15,173,1,0,0,0,0,1
6914,4598265,145,1,214,4.29,241,1,0,0,1,0,0
6923,4606017,129,20,18,0.37,201,1,0,0,0,0,1
6926,4606614,185,3,10,0.48,0,1,0,0,0,1,0
6939,4614435,100,4,5,0.1,124,1,0,0,1,0,0
6941,4615631,85,10,51,1.02,54,0,1,0,1,0,0
6949,4620962,199,1,0,0.0,0,1,0,0,0,0,1
6950,4621213,260,2,52,1.04,65,1,0,0,0,0,1
6968,4629359,150,3,28,0.56,0,1,0,0,1,0,0
6971,4632542,107,2,88,1.73,175,0,1,0,1,0,0
6972,4632795,100,30,12,0.26,365,0,1,0,0,0,1
6985,4638967,98,2,33,0.65,178,0,1,0,1,0,0
6989,4640515,65,2,15,1.72,27,0,1,0,1,0,0
6991,4641406,100,7,2,0.04,0,1,0,0,1,0,0
7013,4652938,190,3,14,0.31,360,1,0,0,0,0,1
7020,4659285,350,5,74,1.49,298,1,0,0,1,0,0
7022,4660633,170,3,6,0.12,0,1,0,0,0,1,0
7026,4661662,70,3,106,2.1,279,0,1,0,1,0,0
7029,4662889,600,5,6,0.12,0,1,0,0,0,0,1
7033,4663807,55,14,2,0.06,0,1,0,0,1,0,0
7034,4666584,275,3,37,0.8,264,1,0,0,1,0,0
7048,4677469,125,4,0,0.0,0,1,0,0,0,1,0
7050,4678514,80,5,5,0.11,0,1,0,0,1,0,0
7054,4679967,56,1,7,0.15,0,0,1,0,1,0,0
7056,4680566,53,17,14,0.29,340,0,1,0,1,0,0
7057,4680840,150,2,35,0.82,216,1,0,0,1,0,0
7058,4681219,70,2,58,1.25,45,0,1,0,1,0,0
7096,4706241,407,5,36,0.81,82,1,0,0,1,0,0
7098,4707057,90,3,1,0.02,0,0,1,0,1,0,0
7106,4710066,135,5,9,0.18,178,0,1,0,1,0,0
7115,4715740,180,3,127,2.52,325,1,0,0,1,0,0
7125,4719825,160,2,6,0.12,0,1,0,0,0,0,1
7126,4720086,125,1,132,2.62,344,1,0,0,1,0,0
7131,4720460,150,30,27,0.57,290,1,0,0,0,0,1
7132,4720558,80,1,0,0.0,0,0,1,0,1,0,0
7140,4725251,93,30,16,0.32,183,1,0,0,0,0,1
7142,4726749,75,1,0,0.0,0,0,1,0,1,0,0
7149,4729927,200,2,14,0.35,0,1,0,0,0,0,1
7160,4736912,50,14,1,0.02,0,0,1,0,0,1,0
7167,4738709,90,1,4,0.25,88,0,1,0,1,0,0
7168,4738946,65,1,1,0.02,0,0,1,0,0,1,0
7171,4741957,104,3,3,0.07,0,1,0,0,1,0,0
7174,4742842,80,2,97,3.23,0,0,1,0,1,0,0
7179,4744592,120,4,4,0.08,0,1,0,0,0,1,0
7199,4753639,90,2,15,0.31,149,0,1,0,1,0,0
7200,4753866,125,1,4,0.09,338,0,1,0,1,0,0
7202,4754646,70,1,0,0.0,0,0,1,0,0,0,1
7222,4762718,250,5,0,0.0,0,1,0,0,0,0,1
7225,4765123,50,3,8,0.16,0,0,1,0,1,0,0
7263,4777269,300,2,21,0.49,8,1,0,0,0,0,1
7267,4778638,35,20,2,0.04,0,0,1,0,1,0,0
7268,4781069,59,1,0,0.0,0,0,1,0,1,0,0
7271,4782252,175,1,0,0.0,0,1,0,0,0,0,1
7293,4788812,139,1,1,0.03,0,1,0,0,0,0,1
7301,4792342,89,1,45,0.91,38,1,0,0,1,0,0
7307,4795029,60,1,1,0.02,0,0,1,0,1,0,0
7308,4795088,100,1,0,0.0,0,0,1,0,1,0,0
7328,4803750,80,2,16,0.39,87,1,0,0,1,0,0
7329,4804228,149,4,14,0.31,0,1,0,0,0,0,1
7332,4807899,95,3,9,0.18,0,1,0,0,1,0,0
7351,4815028,129,7,24,0.49,10,1,0,0,0,0,1
7369,4823529,35,2,124,2.54,146,0,0,1,0,0,1
7372,4823910,117,14,0,0.0,31,1,0,0,0,0,1
7390,4830494,99,25,13,0.27,104,1,0,0,1,0,0
7396,4833671,80,1,8,0.19,362,0,1,0,1,0,0
7397,4837865,85,1,28,0.65,6,0,1,0,0,0,1
7404,4839805,200,1,1,0.02,0,0,1,0,0,0,1
7408,4840381,50,1,1,0.03,0,1,0,0,0,0,1
7425,4847616,300,2,0,0.0,0,1,0,0,0,0,1
7444,4855004,94,1,22,0.47,364,0,1,0,0,0,1
7445,4855422,130,3,8,0.18,18,1,0,0,0,0,1
7449,4857619,145,5,3,0.07,0,1,0,0,0,1,0
