,Stars,Accuracy,Communication,Cleanliness,Location,Check-In,Value
20913587,null,10,10,10,10,10,10
20918850,null,,,,,,
20920048,4.5,10,10,10,9,10,9
20928429,5,9,10,10,9,10,9
20947308,4.5,10,10,9,10,9,9
20951141,,,,,,,
20954729,5,10,10,10,10,10,10
20973084,5,10,10,10,9,10,10
20993138,null,,,,,,
20996673,5,10,10,10,10,10,10
21005576,5,10,10,10,10,10,10
21014202,4.5,10,8,9,10,10,9
21021957,5,10,9,10,10,10,10
21024610,4.5,9,9,9,7,10,9
21026558,null,10,10,10,10,10,10
21056884,4.5,9,10,9,9,10,9
21057757,5,10,10,10,10,10,10
21058761,,,,,,,
21064170,5,10,10,10,10,10,9
21068619,null,,,,,,
21076625,5,10,10,9,9,10,9
21078966,4.5,9,9,9,8,9,8
21098719,5,10,10,10,9,10,9
21106395,5,10,10,10,10,10,9
21109037,5,10,10,10,10,10,10
21112746,5,10,10,10,10,10,10
21112924,4.5,9,10,9,9,9,9
21138538,4.5,9,9,9,10,9,9
21139805,,,,,,,
21140951,5,10,9,10,10,10,9
21142363,null,,,,,,
21147708,4.5,10,10,9,9,10,9
21148781,,,,,,,
21150972,,,,,,,
21151399,null,10,10,10,10,10,10
21154544,null,,,,,,
21155115,4.5,10,10,10,10,10,10
21163303,null,,,,,,
21170090,null,10,10,10,10,10,10
21173148,4.5,10,10,10,10,10,9
21175160,5,10,10,10,10,10,10
21175597,5,10,10,10,9,10,10
21176110,5,10,10,9,9,10,9
21176210,,,,,,,
21177066,null,,,,,,
21177976,null,,,,,,
21185085,4.5,9,9,9,9,9,9
21190435,,,,,,,
21198480,,,,,,,
21203545,null,10,10,9,10,10,8
21204890,5,10,10,9,10,10,10
21213799,null,10,8,10,10,10,10
21217074,5,10,10,9,10,10,9
21217698,null,,,,,,
21226714,,,,,,,
21227069,5,10,10,9,9,10,10
21230688,5,10,10,9,10,10,10
21239728,5,10,10,10,10,10,10
21239885,null,,,,,,
21242568,,,,,,,
21243337,4.5,9,9,9,9,10,9
21243447,5,10,10,10,10,10,10
21252149,5,10,10,10,10,10,9
21253783,null,10,10,10,10,10,10
21254718,,,,,,,
21263120,5,10,10,10,9,9,10
21263728,5,10,10,10,10,10,10
21264297,5,10,10,9,10,10,10
21264903,5,10,10,10,10,10,10
21272115,5,10,10,10,10,10,10
21278102,5,10,10,10,9,10,10
21281237,null,10,10,10,10,10,10
21282304,,,,,,,
21289758,null,8,10,2,10,10,10
21295182,null,,,,,,
21295334,null,10,10,10,10,10,10
21311288,4.5,10,10,8,10,10,9
21313668,null,10,10,9,10,10,10
21355005,null,,,,,,
21366948,5,10,10,10,10,10,10
21370014,null,10,10,10,10,10,10
21384941,null,,,,,,
21386117,null,,,,,,
21392524,5,10,10,9,9,10,10
21394087,5,10,10,10,9,10,10
21397049,5,10,9,10,10,10,10
21398613,null,8,8,4,10,10,6
21399123,5,10,10,10,10,10,9
21399985,4.5,10,10,9,10,10,10
21406187,5,10,10,9,10,10,10
21408195,4.5,9,10,9,9,10,9
21413190,null,10,10,10,9,10,10
21421478,null,,,,,,
21431963,4.5,9,9,9,10,9,10
21434692,5,10,10,10,10,10,10
21435622,4.5,10,10,10,9,10,10
21436653,5,10,10,10,9,10,9
21445012,,,,,,,
21445656,,,,,,,
21449446,null,10,10,9,10,10,9
21452670,null,,,,,,
21457703,5,10,10,9,9,10,9
21460249,null,10,10,10,10,10,10
21461901,5,10,10,10,10,10,10
21462783,5,10,10,10,10,10,9
21469568,5,9,10,9,10,10,9
21474497,5,10,10,10,10,10,10
21476604,4.5,9,10,7,10,10,8
21484161,5,10,10,10,10,10,10
21485174,4.5,10,10,9,9,10,9
21489266,3.5,9,8,9,9,9,9
21499536,5,10,10,10,10,10,10
21501268,4,9,8,8,9,9,8
21503589,5,10,10,10,10,10,10
21512260,5,10,9,10,10,9,10
21514056,4.5,9,10,8,10,10,9
21517377,null,10,10,10,10,10,10
21518800,null,10,8,8,8,8,6
21518896,,,,,,,
21519958,4.5,10,10,9,9,10,9
21549504,null,10,10,10,10,10,10
21549898,5,10,10,9,10,10,9
21550105,null,,,,,,
21550720,5,10,10,9,10,10,10
21550808,5,10,10,9,9,10,10
21551617,5,10,10,9,10,10,9
21551787,5,10,10,10,10,10,9
21577679,5,10,10,10,10,10,10
21582498,,,,,,,
21591724,null,,,,,,
21594669,4,8,8,9,10,8,8
21596013,null,6,6,6,6,6,6
21596214,5,10,10,9,10,10,9
21596493,null,,,,,,
21596520,5,10,10,10,10,10,10
21596801,null,4,6,4,8,6,6
21604003,null,,,,,,
21607402,4.5,9,10,9,9,10,9
21607905,4.5,9,9,8,9,8,9
21607964,5,9,10,8,9,10,9
21608983,5,10,10,10,10,10,10
21622153,4.5,10,10,9,9,10,10
21623668,null,10,10,10,8,10,10
21624428,5,10,10,9,10,10,10
21625390,,,,,,,
21627791,4.5,9,9,9,10,8,9
21628066,4.5,9,9,9,9,8,9
21629318,4.5,10,10,9,10,9,10
21631773,5,10,10,10,10,10,10
21633212,5,10,10,10,10,10,10
21633295,5,10,10,10,9,10,10
21633395,null,10,10,10,10,10,10
21633621,4.5,9,10,9,10,10,9
21645894,null,,,,,,
21649172,5,10,10,8,10,10,10
21660363,4.5,10,9,8,9,9,9
21677637,null,,,,,,
21679714,4.5,9,10,9,9,10,9
21683372,4.5,10,10,9,10,10,10
21683672,null,,,,,,
21692641,4.5,10,10,10,10,10,9
21695415,5,10,10,10,10,10,10
21698446,4.5,10,10,9,9,10,9
21700582,null,,,,,,
21701450,,,,,,,
21701695,5,10,10,9,10,10,9
21703548,4.5,9,9,9,10,10,9
21707762,null,10,10,10,10,10,10
21709727,5,10,10,10,10,10,10
21709891,5,10,10,9,9,10,10
21711690,4.5,9,10,9,9,10,9
21713495,5,10,10,10,10,10,10
21714177,5,10,10,10,10,10,10
21716449,5,10,10,10,10,10,10
21727957,5,10,10,10,10,10,9
21734973,,,,,,,
21736059,null,,,,,,
21737483,,,,,,,
21738176,null,,,,,,
21739035,5,10,10,10,10,10,10
21752545,null,,,,,,
21755486,5,10,9,10,10,10,10
21762969,null,10,10,10,9,10,9
21766776,null,10,8,8,10,10,10
21778404,null,,,,,,
21779257,null,10,10,10,6,10,8
21781859,null,10,10,8,10,10,10
21783298,null,,,,,,
21783619,null,,,,,,
21786337,null,10,10,6,10,10,10
21788734,null,,,,,,
21788885,,,,,,,
21801520,null,10,10,10,10,6,10
21803103,5,10,10,9,10,10,10
21804198,4.5,10,10,10,10,10,9
21815631,,,,,,,
21817961,null,10,10,4,10,10,6
21822768,null,10,10,6,10,10,10
21826266,null,9,9,7,9,9,10
21826282,4,8,9,8,10,10,8
21828867,,,,,,,
21828988,null,,,,,,
21836784,null,,,,,,
21839496,,,,,,,
21844210,null,10,10,10,10,10,10
21844499,null,10,10,10,10,10,10
21846856,null,,,,,,
21850987,,,,,,,
21851100,null,10,10,9,10,10,9
21852466,5,10,10,10,10,10,9
21853347,5,10,10,10,10,10,10
21862155,5,10,10,10,10,10,10
21868116,null,,,,,,
21869546,5,10,10,10,9,10,10
21881602,5,10,10,10,10,10,10
21891856,,,,,,,
21896552,4.5,9,10,10,9,9,9
21914628,5,10,10,10,10,10,10
21919913,null,,,,,,
21921608,null,,,,,,
21922407,null,,,,,,
21931508,4.5,10,10,10,9,10,10
21933635,5,10,10,10,10,10,10
21934868,null,9,10,10,10,9,10
21935339,null,10,10,10,10,10,10
21935490,null,10,8,8,10,10,10
21945159,null,,,,,,
21949815,null,10,10,4,10,10,10
21958889,5,10,10,10,10,10,10
21961462,null,10,10,10,10,10,10
21966757,null,,,,,,
21967523,5,10,10,9,10,10,10
21978558,null,10,10,10,10,10,10
21980723,5,10,10,10,10,10,10
21981985,null,,,,,,
21982618,null,,,,,,
21982859,5,10,10,10,10,10,10
21985070,null,10,10,10,10,10,10
21992628,null,10,10,10,10,10,10
21994561,null,10,10,9,10,10,10
21997208,null,,,,,,
21998663,,,,,,,
22000913,4.5,10,10,9,9,10,9
22009072,null,,,,,,
22009898,4.5,10,9,9,9,10,8
22010459,4.5,10,10,9,9,10,10
22020827,5,10,10,10,10,10,10
22028251,null,,,,,,
22031003,null,,,,,,
22031711,null,,,,,,
22037644,5,10,10,9,10,10,10
22043379,,,,,,,
22043565,5,10,10,10,10,10,10
22044014,4,8,9,7,10,9,8
22046354,null,10,8,8,10,9,10
22047243,5,10,10,10,10,10,10
22047988,5,10,10,10,10,10,10
22050400,null,10,10,10,10,10,8
22057103,null,10,10,10,10,10,10
22063652,5,10,10,9,10,10,10
22064923,5,10,10,9,10,10,10
22065693,null,10,10,10,10,10,10
22066317,null,,,,,,
22073638,null,10,10,10,10,10,10
22077789,null,,,,,,
22077920,null,10,10,10,10,10,10
22079943,,,,,,,
22082903,5,10,10,9,10,10,9
22088180,5,10,10,10,10,10,10
22090790,null,,,,,,
22096640,null,10,10,8,10,10,10
22100911,null,10,10,10,10,10,10
22109717,,,,,,,
22122723,null,,,,,,
22126122,null,10,10,10,10,10,10
22134428,4.5,10,10,9,10,10,9
22139932,null,,,,,,
22147426,4.5,10,10,9,9,9,9
22156875,4.5,9,10,9,10,10,9
22159280,,,,,,,
22159309,5,10,10,9,9,10,10
22159691,4.5,10,10,10,9,10,9
22162572,,,,,,,
22162915,null,10,10,8,10,10,6
22167066,5,10,10,10,9,10,9
22174455,4.5,10,9,9,9,10,9
22176026,4.5,10,10,10,9,9,10
22176678,4.5,10,10,10,10,10,10
22180263,null,8,10,10,10,10,10
22187862,,,,,,,
22189734,,,,,,,
22191313,null,,,,,,
22191831,5,10,10,9,10,10,10
22192877,null,,,,,,
22205622,null,,,,,,
22208315,null,10,10,10,10,10,10
22210724,null,10,10,10,10,10,10
22214478,4.5,10,10,8,8,9,9
22214583,null,10,10,10,10,10,10
22214594,4,9,10,7,10,9,8
22216759,,,,,,,
22222996,null,,,,,,
22224945,null,10,10,10,10,10,10
22227015,4.5,10,10,9,10,9,9
22230454,5,10,10,10,9,10,9
22231811,5,10,10,10,9,9,9
22232328,null,,,,,,
22232425,null,,,,,,
22232444,null,,,,,,
22233002,null,10,10,10,10,6,10
22233039,null,10,6,2,2,10,6
22243957,null,10,10,8,8,10,8
22247972,,,,,,,
22259885,5,10,10,10,10,9,9
22260983,null,6,10,6,6,10,2
22267898,,,,,,,
22275716,5,10,10,9,10,10,10
22277909,null,10,10,10,10,10,10
22279040,5,10,10,9,9,10,10
22281684,null,,,,,,
22281732,5,10,10,9,10,10,10
22288453,5,10,10,10,10,10,10
22289683,4.5,9,9,8,9,9,8
22292617,5,10,10,10,10,10,10
22294028,4.5,10,10,9,10,9,9
22294260,null,,,,,,
22303992,null,,,,,,
22304581,5,10,10,10,10,10,10
22306848,null,,,,,,
22307861,5,10,10,10,10,10,10
22309052,5,10,10,9,10,10,9
22325054,null,,,,,,
22325453,,,,,,,
22328208,null,,,,,,
22328585,4.5,9,10,10,10,10,10
22338613,null,,,,,,
22339259,null,10,10,10,10,10,10
22343274,null,,,,,,
22353870,null,10,10,8,8,10,10
22355505,null,,,,,,
22360132,5,10,10,10,10,10,10
22360791,4.5,10,9,9,10,9,10
22370132,5,10,10,10,10,10,10
22370386,5,10,10,9,10,10,10
22375827,4,10,9,9,10,10,10
22375950,null,,,,,,
22392030,null,,,,,,
22397992,null,8,6,8,6,8,8
22399042,null,,,,,,
22404730,4.5,9,9,9,9,10,9
22406109,5,10,10,10,9,10,9
22417011,null,,,,,,
22418899,5,10,10,10,10,10,10
22433291,5,10,10,9,10,10,10
22435019,5,10,10,10,10,10,10
22436581,4.5,9,9,9,9,9,9
22436899,null,,,,,,
22451363,5,10,10,10,10,10,10
22454710,5,10,10,10,10,10,10
22470815,,,,,,,
22471620,null,,,,,,
22485416,4.5,10,10,9,9,10,9
22491853,5,10,10,10,10,10,10
22496369,5,10,10,10,10,10,9
22503885,null,10,10,8,10,10,8
22504678,null,,,,,,
22505480,,,,,,,
22510428,null,10,10,8,10,10,10
22510858,5,10,10,10,10,10,9
22514608,5,10,10,10,10,10,10
22514949,null,,,,,,
22545036,null,10,10,10,10,10,10
22570793,4.5,10,10,9,9,10,10
22583959,null,,,,,,
22584277,null,,,,,,
22586922,5,10,10,10,10,10,10
22598303,null,,,,,,
22609027,5,9,10,9,10,10,10
22611934,5,10,10,10,10,10,10
22615158,null,,,,,,
22619073,5,10,10,10,10,10,10
22627980,5,10,10,10,10,10,10
22656195,,,,,,,
22656618,null,,,,,,
22663674,5,10,10,10,10,10,10
22669096,null,,,,,,
22683699,4,9,10,7,9,10,9
22686751,5,10,10,10,9,10,10
22687693,,,,,,,
22697209,null,9,10,10,9,10,10
22704461,null,,,,,,
22704580,null,,,,,,
22705516,5,10,10,9,9,10,9
22713055,null,10,10,10,10,10,10
22729984,5,10,10,10,10,10,10
22794168,5,10,10,10,9,10,10
22796694,4,9,9,9,9,9,8
22796779,,,,,,,
22796888,4.5,9,10,9,8,10,9
22797033,4.5,10,10,10,10,10,8
22811207,5,10,10,10,9,10,10
22817094,,,,,,,
22833434,4.5,10,10,9,10,10,9
22833773,4.5,9,10,7,10,10,9
22845926,4,9,9,8,9,9,9
22850413,null,,,,,,
22868847,4.5,9,10,8,10,9,9
22884749,null,10,10,10,10,10,10
22928982,4.5,8,10,10,9,9,9
22978024,null,,,,,,
22983888,4.5,8,9,9,9,10,9
23012588,4.5,10,10,9,9,10,9
23021740,5,10,10,10,9,10,10
23021831,null,10,10,10,10,10,10
23022518,,,,,,,
23034152,5,10,10,10,9,10,8
23035441,null,4,10,2,10,10,6
23035911,null,8,10,10,10,10,10
23055816,5,10,10,10,9,10,10
23060372,5,10,10,10,10,10,10
23062969,5,10,10,10,9,9,10
23064030,4,8,9,9,9,9,8
23069757,,,,,,,
23072631,null,10,10,10,10,10,10
23077040,4.5,9,10,9,10,10,9
23080356,4.5,10,10,9,9,10,10
23089904,,,,,,,
23096661,5,10,10,8,10,10,10
23098645,,,,,,,
23106361,5,10,10,9,10,10,10
23106900,null,,,,,,
23108877,5,10,10,10,10,10,10
23114518,4.5,10,10,9,10,9,10
23129398,5,10,10,10,10,10,10
23131054,null,,,,,,
23144059,null,,,,,,
23166922,null,,,,,,
23189933,4.5,10,10,9,10,8,9
23192210,,,,,,,
23195752,null,10,10,8,10,10,9
23199732,,,,,,,
23199836,,,,,,,
23200628,4.5,8,9,8,9,9,9
23203929,null,,,,,,
23210410,,,,,,,
23232087,4.5,10,10,9,9,10,10
23232807,,,,,,,
23258680,,,,,,,
23262857,4.5,9,10,8,10,9,9
23278307,,,,,,,
23289645,null,10,10,10,10,10,8
23302260,4,8,9,9,9,8,8
23304014,null,10,10,8,9,10,10
23311756,5,10,10,9,9,10,10
23312379,5,10,10,10,10,10,10
23317650,,,,,,,
23324479,5,10,10,10,10,10,10
23329928,,,,,,,
23342782,5,10,10,10,9,10,9
23369991,5,10,10,10,9,10,9
23378712,5,9,10,10,10,10,9
23385746,,,,,,,
23387463,5,10,10,10,8,10,9
23407179,,,,,,,
23417242,5,10,10,10,10,10,10
23421812,,,,,,,
23429074,null,,,,,,
23429109,5,10,10,9,10,10,9
23453022,,,,,,,
23463017,null,10,10,10,10,10,10
23466335,5,10,10,10,9,10,10
23470849,null,10,10,10,10,10,10
23519107,null,10,10,9,10,10,10
23542322,,,,,,,
23565947,5,10,10,10,10,10,10
23566549,5,10,9,9,10,10,9
23578192,5,10,10,9,9,10,10
23578375,5,10,10,10,10,10,10
23580351,null,,,,,,
23581343,5,10,10,9,10,10,10
23584115,4.5,9,10,8,10,10,9
23590076,3,9,6,5,10,7,8
23596025,null,,,,,,
23598012,5,10,10,10,9,10,10
23605375,5,10,10,10,10,10,10
23613360,5,10,10,10,10,10,10
23626799,,,,,,,
23628526,5,10,10,9,9,10,10
23628745,5,10,10,9,10,10,10
23628818,null,8,8,6,10,10,4
23636223,5,10,10,10,10,10,10
23642811,5,10,10,9,10,10,10
23646295,null,,,,,,
23648087,null,2,10,6,10,8,10
23652689,5,10,10,10,9,10,10
23660722,null,10,10,8,10,10,10
23667845,5,10,10,9,10,9,9
23669140,null,10,10,9,10,10,10
23671975,,,,,,,
23683049,4.5,9,9,9,8,9,8
23684697,null,,,,,,
23684916,null,,,,,,
23686606,,,,,,,
23687344,5,10,10,10,10,10,10
23702317,5,10,10,10,10,10,10
23702356,null,10,9,10,7,9,7
23709593,null,8,8,6,8,10,8
23713463,5,10,10,10,10,10,10
23715974,null,,,,,,
23717431,null,,,,,,
23723855,5,10,10,10,10,10,10
23743988,5,10,10,10,10,10,10
23744530,null,10,10,8,8,10,10
23744773,null,,,,,,
23746801,null,,,,,,
23748179,null,,,,,,
23750752,null,,,,,,
23751923,,,,,,,
23754635,null,,,,,,
23755278,null,9,10,7,10,10,8
23758532,null,,,,,,
23762153,null,,,,,,
23762605,5,10,10,10,10,10,10
23772660,,,,,,,
23781939,null,10,10,8,10,10,10
23784920,,,,,,,
23790744,5,10,10,10,10,10,10
23801763,,,,,,,
23804473,4.5,10,10,10,9,10,9
23804690,null,,,,,,
23804783,5,10,10,9,9,10,9
23806188,,,,,,,
23807788,5,10,10,10,10,10,10
23808935,5,10,10,10,10,10,10
23827905,5,10,10,10,10,10,9
23838734,5,10,10,10,9,10,10
23839890,null,10,10,10,9,10,10
23840461,null,10,8,8,10,10,8
23851659,5,10,10,10,10,10,10
23855529,null,10,10,10,10,10,10
23859194,5,10,10,10,10,10,10
23880998,,,,,,,
23890947,4.5,10,10,9,10,10,10
23903189,,,,,,,
23903645,null,10,10,8,10,9,10
23905020,,,,,,,
23915323,5,10,10,10,10,10,10
23918528,5,10,10,10,10,10,10
23922383,5,10,10,10,10,10,10
23924887,,,,,,,
23955297,null,10,10,9,8,10,10
23970993,5,10,9,10,10,10,10
23974919,null,10,10,10,10,10,10
23978667,,,,,,,
23980622,4.5,9,9,9,9,9,9
23984787,null,2,10,8,10,10,10
23986569,3.5,7,7,9,8,7,7
23990829,4.5,9,10,8,9,10,9
23994588,null,9,8,8,10,6,10
23995470,4.5,10,10,9,10,9,9
23995624,,,,,,,
23996251,4.5,9,10,8,9,10,9
24010184,,,,,,,
24015301,,,,,,,
24015827,5,10,10,10,10,10,10
24035864,4.5,9,10,7,9,10,9
24036262,,,,,,,
24049220,4.5,10,10,10,10,10,10
24056066,4.5,9,10,9,10,9,9
24058869,null,,,,,,
24062588,null,10,10,10,10,10,10
24065889,,,,,,,
24077042,4.5,9,10,9,9,10,9
24080238,null,10,10,10,10,10,8
24083746,null,10,10,6,8,10,8
24086562,5,10,10,10,10,10,10
24095149,null,10,10,10,10,10,10
24101373,5,10,10,10,10,10,10
24104871,5,10,10,10,10,10,10
24105640,5,10,10,9,9,10,10
24114389,null,9,10,9,10,10,9
24115364,4.5,9,10,8,9,10,9
24119841,,,,,,,
24125701,null,,,,,,
24131843,4.5,10,10,8,10,10,10
24137748,5,10,10,9,10,10,10
24137869,null,,,,,,
24139687,null,,,,,,
24148995,null,10,10,10,10,7,10
24151964,null,10,10,10,10,10,10
24172522,5,10,10,10,10,10,10
24196809,,,,,,,
24197549,,,,,,,
24202365,5,10,10,10,10,10,9
24203680,5,10,10,10,9,10,10
24204582,null,10,10,10,8,10,8
24206224,null,,,,,,
24207750,5,10,10,10,10,10,10
24208760,5,10,10,10,10,10,10
24221218,4.5,9,10,10,9,9,9
24223854,5,10,10,10,10,10,10
24226842,null,10,10,10,10,10,10
24244194,5,10,10,10,10,10,10
24245265,,,,,,,
24246039,5,10,10,9,10,10,10
24250052,5,10,10,9,10,10,10
24275320,,,,,,,
24282374,5,10,10,9,10,10,10
24285044,5,10,10,10,10,10,10
24304881,5,10,10,10,9,10,10
24308589,4.5,9,9,9,10,9,9
24311168,,,,,,,
24311513,,,,,,,
24311642,,,,,,,
24311737,,,,,,,
24311935,,,,,,,
24312053,,,,,,,
24312241,,,,,,,
24312253,,,,,,,
24312323,,,,,,,
24312535,,,,,,,
24313068,null,,,,,,
24313236,4.5,9,8,7,10,9,9
24313356,null,10,10,10,10,10,10
24313434,null,7,6,8,9,9,7
24313500,null,,,,,,
24327890,5,10,9,10,9,9,10
24334634,null,,,,,,
24358619,null,,,,,,
24366001,5,10,10,10,10,10,9
24366815,,,,,,,
24368320,5,10,10,10,10,10,10
24370001,5,10,10,10,10,10,10
24376945,4.5,10,9,9,10,9,9
24392193,4.5,9,9,9,9,9,9
24392740,5,10,10,9,10,10,10
24393933,null,10,10,10,10,10,10
24397824,5,10,10,10,10,10,10
24409604,5,10,9,10,10,10,9
24424607,5,10,10,10,10,10,10
24424690,,,,,,,
24426350,null,10,10,10,10,10,10
24427091,5,9,10,10,10,10,10
24428965,5,10,10,10,10,10,10
24431205,null,10,10,9,10,10,10
24441912,5,10,10,10,10,10,10
24448560,null,10,8,10,8,10,10
24449820,null,10,10,8,10,10,8
24473910,,,,,,,
24493582,null,,,,,,
24493940,5,10,10,10,9,10,10
24498872,,,,,,,
24499863,4.5,10,10,9,10,10,10
24514134,null,,,,,,
24525290,5,10,10,10,9,10,10
24535821,null,,,,,,
24541899,5,10,10,10,9,10,10
24553891,5,10,10,10,9,10,10
24555741,null,10,10,10,10,10,10
24561311,null,,,,,,
24569072,4.5,10,10,9,9,10,10
24576230,5,10,8,9,10,10,9
24594587,5,10,10,10,9,10,9
24597492,null,10,10,10,10,10,10
24601294,,,,,,,
24604281,5,10,10,9,9,10,9
24611661,4.5,10,10,10,10,10,10
24621401,5,9,10,10,10,10,10
24624581,null,,,,,,
24627128,5,10,10,9,10,10,10
24630495,5,10,10,10,10,10,10
24655093,null,10,10,10,9,10,9
24656865,5,10,10,10,9,10,10
24659877,5,10,10,9,10,10,10
24669955,4.5,9,9,9,10,9,9
24670553,null,,,,,,
24716751,4.5,10,10,9,9,10,9
24725794,4.5,10,10,8,10,9,9
24729293,5,10,10,10,10,10,10
24731508,,,,,,,
24731641,null,9,10,10,10,10,9
24733038,3.5,8,9,7,9,10,7
24733112,4.5,9,10,9,10,9,9
24734792,null,10,10,10,10,10,10
24744115,,,,,,,
24757539,,,,,,,
24757612,4.5,10,9,9,9,10,9
24759050,null,10,10,10,10,10,10
24772454,null,,,,,,
24780232,null,,,,,,
24803604,,,,,,,
24804386,4.5,10,10,9,10,10,9
24807368,4,9,10,9,9,10,8
24808062,,,,,,,
24824820,5,10,10,9,10,10,9
24831269,,,,,,,
24833043,4.5,10,10,10,9,10,9
24834823,null,10,10,10,10,10,10
24840666,,,,,,,
24849193,4.5,10,10,9,10,10,9
24853574,,,,,,,
24857436,3,6,7,5,9,6,7
24863288,null,10,10,7,10,9,10
24871779,4.5,10,10,9,10,10,10
24873980,5,10,10,10,10,10,10
24874559,null,10,10,10,10,10,10
24885241,null,,,,,,
24889615,5,10,10,9,10,10,9
24892670,null,,,,,,
24894058,5,10,10,10,9,10,10
24894476,5,9,9,10,9,9,9
24915372,null,,,,,,
24917341,5,10,10,10,10,10,10
24919299,5,10,9,8,10,9,9
24936998,5,10,10,10,10,10,10
24940447,5,10,10,9,9,10,9
24943788,null,,,,,,
24945511,4.5,10,10,9,9,10,10
24946451,null,,,,,,
24948017,4.5,9,10,9,9,10,9
24965163,,,,,,,
24965167,,,,,,,
24965176,,,,,,,
24965870,,,,,,,
24966304,5,10,10,10,9,10,10
24969653,5,10,10,10,10,10,10
24969856,4,9,9,8,9,8,9
24976971,null,,,,,,
24988189,5,10,10,9,10,9,10
25015352,,,,,,,
25015511,5,10,10,10,10,10,10
25018204,4.5,8,9,8,10,9,9
25024676,,,,,,,
25027222,null,,,,,,
25031087,,,,,,,
25049092,4.5,9,10,9,9,10,9
25054951,null,,,,,,
25056684,null,,,,,,
25057198,null,,,,,,
25069823,null,,,,,,
25073155,4.5,10,10,10,9,10,9
25084002,5,10,10,10,9,10,10
25085980,,,,,,,
25095843,,,,,,,
25101192,5,10,10,10,9,10,10
25103135,,,,,,,
25104274,null,,,,,,
25104697,5,10,10,10,10,10,10
25112819,5,10,10,9,9,10,10
25117612,null,,,,,,
25129037,4.5,10,9,9,10,9,9
25129958,5,10,10,9,10,9,10
25132598,null,10,10,10,10,10,10
25135765,5,10,10,10,10,10,10
25135772,5,10,10,10,10,10,9
25142331,4.5,9,9,9,10,9,9
25166183,4.5,9,10,8,10,10,9
25168678,null,,,,,,
25186931,5,10,10,10,10,10,10
25187314,5,10,10,9,10,10,10
25209144,null,10,9,10,8,9,10
25216727,5,10,10,9,10,10,10
25222993,null,10,10,10,10,8,10
25226627,5,10,10,9,10,10,9
25231230,4,9,9,6,9,9,8
25251220,null,,,,,,
25253967,null,,,,,,
25257884,null,,,,,,
25286009,,,,,,,
25290477,null,10,10,10,10,10,10
25290889,5,10,10,9,10,10,10
25291991,null,10,10,10,8,10,10
25293702,4.5,9,10,9,9,9,9
25294338,null,8,10,10,8,10,8
25299137,5,10,10,10,10,10,9
25307125,null,,,,,,
25311463,,,,,,,
25314610,5,10,10,10,9,10,10
25317547,4.5,9,9,9,9,9,9
25327347,null,,,,,,
25335433,null,,,,,,
25342802,,,,,,,
25344841,5,10,10,10,9,9,9
25374046,5,10,10,10,10,10,10
25380780,5,10,10,10,10,10,10
25397054,null,10,10,9,10,10,10
25405312,,,,,,,
25427590,3.5,7,10,7,10,10,9
25444327,null,10,10,10,10,10,10
25444493,4.5,9,10,9,9,9,8
25451077,null,,,,,,
25455908,4.5,10,9,9,9,10,10
25477608,4.5,9,9,9,10,9,9
25480524,4.5,9,10,9,10,10,9
25482581,4.5,9,10,9,9,9,9
25483095,null,10,10,8,10,10,10
25487254,4.5,10,9,9,10,10,9
25492031,null,10,10,10,10,10,10
25492295,5,10,10,10,10,10,10
25493355,4.5,10,10,10,10,9,9
25510480,5,10,10,10,10,9,10
25510738,5,9,10,10,10,10,9
25515856,null,,,,,,
25517951,4.5,10,9,9,10,10,9
25519328,5,10,10,10,10,10,10
25535697,null,,,,,,
25565086,null,,,,,,
25590224,null,10,10,10,8,10,10
25606022,null,,,,,,
25606562,null,,,,,,
25614818,null,,,,,,
25635216,5,10,10,10,10,10,10
25674277,4.5,9,9,9,10,9,9
25678517,4.5,9,10,9,10,9,9
25679101,4,9,9,9,10,9,9
25679709,4,9,9,8,9,9,9
25691139,5,10,10,9,9,10,8
25698438,null,,,,,,
25718097,,,,,,,
25742022,3.5,7,9,6,9,10,8
25763994,5,10,10,10,9,10,10
25771285,5,9,10,9,9,9,9
25775969,null,10,10,10,10,10,10
25779464,5,10,10,9,10,10,9
25779937,null,10,10,10,9,10,10
25786994,4.5,10,10,8,9,10,9
25788995,5,10,10,10,10,10,10
25789907,5,10,10,10,10,10,9
25798699,4.5,10,10,8,10,10,10
25803113,null,10,10,8,10,10,10
25803743,5,10,10,9,9,10,10
25807815,null,,,,,,
25813279,5,10,10,10,10,10,10
25814039,4.5,9,10,9,10,10,9
25826245,null,10,10,10,10,10,10
25831152,5,9,10,10,10,8,9
25837865,4.5,10,10,9,9,10,9
25843611,5,10,10,10,10,10,10
25855178,4.5,9,9,9,9,9,8
25870840,null,9,10,9,10,8,10
25871304,null,,,,,,
25872636,5,10,9,10,10,10,9
25889072,null,,,,,,
25889683,3.5,9,8,6,10,8,8
25895132,5,10,10,9,10,10,10
25895519,null,10,10,10,10,10,8
25912841,5,10,10,10,10,10,10
25916906,,,,,,,
25937419,5,10,10,10,10,10,10
25937698,4.5,10,10,9,10,10,9
25940097,null,9,10,9,10,10,10
25949165,null,,,,,,
25950590,5,10,10,10,10,10,10
25962847,4.5,9,9,9,10,10,9
25963028,null,10,10,10,10,9,9
25964053,5,10,10,9,10,9,9
25966512,4.5,10,10,9,9,10,9
25971425,null,10,10,10,10,10,10
25976738,5,10,10,10,10,10,9
25977603,5,10,9,9,10,8,10
